plot_id,SE2025_B01_mean,SE2025_B02_mean,SE2025_B03_mean,SE2025_B04_mean,SE2025_B05_mean,SE2025_B06_mean,SE2025_B07_mean,SE2025_B08_mean,SE2025_B09_mean,SE2025_B10_mean,SE2025_B11_mean,SE2025_B12_mean,SE2025_B13_mean,SE2025_B14_mean,SE2025_B15_mean,SE2025_B16_mean,SE2025_B17_mean,SE2025_B18_mean,SE2025_B19_mean,SE2025_B20_mean,SE2025_B21_mean,SE2025_B22_mean,SE2025_B23_mean,SE2025_B24_mean,SE2025_B25_mean,SE2025_B26_mean,SE2025_B27_mean,SE2025_B28_mean,SE2025_B29_mean,SE2025_B30_mean,SE2025_B31_mean,SE2025_B32_mean,SE2025_B33_mean,SE2025_B34_mean,SE2025_B35_mean,SE2025_B36_mean,SE2025_B37_mean,SE2025_B38_mean,SE2025_B39_mean,SE2025_B40_mean,SE2025_B41_mean,SE2025_B42_mean,SE2025_B43_mean,SE2025_B44_mean,SE2025_B45_mean,SE2025_B46_mean,SE2025_B47_mean,SE2025_B48_mean,SE2025_B49_mean,SE2025_B50_mean,SE2025_B51_mean,SE2025_B52_mean,SE2025_B53_mean,SE2025_B54_mean,SE2025_B55_mean,SE2025_B56_mean,SE2025_B57_mean,SE2025_B58_mean,SE2025_B59_mean,SE2025_B60_mean,SE2025_B61_mean,SE2025_B62_mean,SE2025_B63_mean,SE2025_B64_mean,SE2025_mean_across_bands,SE2025_std_across_bands,SE2025_min_band_mean,SE2025_max_band_mean,dSE_B01_mean,dSE_B02_mean,dSE_B03_mean,dSE_B04_mean,dSE_B05_mean,dSE_B06_mean,dSE_B07_mean,dSE_B08_mean,dSE_B09_mean,dSE_B10_mean,dSE_B11_mean,dSE_B12_mean,dSE_B13_mean,dSE_B14_mean,dSE_B15_mean,dSE_B16_mean,dSE_B17_mean,dSE_B18_mean,dSE_B19_mean,dSE_B20_mean,dSE_B21_mean,dSE_B22_mean,dSE_B23_mean,dSE_B24_mean,dSE_B25_mean,dSE_B26_mean,dSE_B27_mean,dSE_B28_mean,dSE_B29_mean,dSE_B30_mean,dSE_B31_mean,dSE_B32_mean,dSE_B33_mean,dSE_B34_mean,dSE_B35_mean,dSE_B36_mean,dSE_B37_mean,dSE_B38_mean,dSE_B39_mean,dSE_B40_mean,dSE_B41_mean,dSE_B42_mean,dSE_B43_mean,dSE_B44_mean,dSE_B45_mean,dSE_B46_mean,dSE_B47_mean,dSE_B48_mean,dSE_B49_mean,dSE_B50_mean,dSE_B51_mean,dSE_B52_mean,dSE_B53_mean,dSE_B54_mean,dSE_B55_mean,dSE_B56_mean,dSE_B57_mean,dSE_B58_mean,dSE_B59_mean,dSE_B60_mean,dSE_B61_mean,dSE_B62_mean,dSE_B63_mean,dSE_B64_mean,dSE_mean_across_bands,dSE_std_across_bands,R_mean,R_std,R_max,R_p50,R_p90,G_mean,G_std,G_max,G_p50,G_p90,B_mean,B_std,B_max,B_p50,B_p90,NIR_mean,NIR_std,NDVI_mean,NDVI_std,NDVI_min,NDVI_max,NDVI_p90,GNDVI_mean,GNDVI_std,GNDVI_max,GNDVI_p50,GNDVI_p90,NDWI_mean,NDWI_std,NDWI_max,NDWI_p50,NDWI_p90,VARI_mean,VARI_std,VARI_max,VARI_p50,VARI_p90,ExG_mean,ExG_std,ExG_min,ExG_max,ExG_p50,ExG_p90,brightness_mean,brightness_std,brightness_max,brightness_p50,brightness_p90,NDVI_fraction_above_0_5,NDVI_fraction_above_0_6,brightness_p90_minus_p10,NDVI_texture_contrast,NDVI_texture_homogeneity,brightness_texture_homogeneity,CHM_mean,CHM_cv,CHM_sd,CHM_max,CHM_p90,Dead_F
Plot_103,0.2770735,0.4760665,0.9804839,0.5932218,1,0.3227965,0.642337,0.6521646,0.6385509,0.5837122,0.6775219,0.57035,0.3394025,0.4719994,0.1656042,0.684589,0.7658421,0.4612384,0.3774453,0.5009067,0.7644245,0.5861904,0.8312271,0,0.483546,0.7377005,0.2639662,0.8786689,0.4986647,0,0.4787472,0.3587794,0.3062261,0.2546123,0.3569442,0.4051153,0.9067399,0.7287262,0.4238334,0.8133455,0.9046132,0.5411207,0.1690588,0.7031667,0.2609867,0.2811813,0.336378,0.2763505,0.331777,0.676653,0.8288568,0.9713267,0.3641452,0.6109406,0.291498,0.8291166,0.4534112,0.2984864,0.7824939,0.3403744,0.2161145,0.7634786,0.7064774,0.6368463,0.4992827,0.8340125,0.5206962,0.5085567,0.3890883,0.7660042,0.4494435,0.4823896,0.9358988,0.1799501,0.3649586,0.6469846,0.4830614,0.7935297,0.1305828,0.7320076,0.3251574,0.502822,0.3618827,0.941699,0.7141385,0.4356533,0.3205023,0.3381776,0.7221385,0.7454077,0.4842283,0.2087376,0.3205727,0.8421011,0.3061673,0.7827964,0.4560864,0.2382268,0.6080464,0.3335197,0.5756889,0.3771126,0.715616,0.470274,0.8407305,0.5595051,0.3643743,0.4487789,0.5648018,0.7818202,0.2411239,0.1721856,0.2922363,0.5794612,0.6337335,0.6960864,0.0357942,0.7788729,0.5682343,0.6455318,0.253381,0.7302546,0.900408,0.3962619,0.6684262,0.4119678,0.7683043,0.6570758,0.5046066,0.8610906,0.7830951,0.5523883,0.7441773,0.0275762,106.2448211,33.6910084,212,110.9644287,145.9141247,110.8541884,37.870974,220,117.0078104,157.0183155,112.8099701,38.0950156,227,118.0163014,158.8917337,253.4208861,20.0324797,0.4301932,0.1317735,0.0991379,0.7832044,0.6265782,0.4059388,0.1456081,0.8478261,0.3672519,0.639807,-0.4059388,0.1456081,-0.0736842,-0.3672519,-0.2378988,0.0376712,0.0889079,0.4347826,0.0454596,0.1338479,3.6405688,12.4790473,-36,39,3.0529682,19.066781,145.8303999,29.1134888,228,150.4985549,178.9512799,0.287326,0.1422055,70.7409313,0.6315056,0.2956449,0.1470693,5.8837935,1.1173596,4.3725817,12.9261562,11.2702733,0.3837454
Plot_104,0.2097442,0.2206245,0.4951119,0.7505071,0.6592646,0.448055,0.50118,0.4198326,0.7258558,0.4400242,0.9090123,0.7325294,0.7299512,0.1098461,0.469571,0.4486078,0.8949076,0.2246506,0.0328762,0.5934687,0.4959997,0.1548057,0.6353894,0.3714102,0.5152059,0.8684486,0.4046931,0.6134388,0.2500691,0.5444935,0.2661062,0.4230595,0.8474328,0.2318258,0.2519344,0.2200324,0.8576506,1,0.6268296,0.6624651,0.7532138,0.2973442,0.449145,0.6016988,0.1866596,0.2158872,0.536469,0.3269238,0.3830699,0.9445149,0.6665647,0.8318068,0.1527369,0.7100851,0.6417356,0.6537367,0.4561829,0.1238039,0.6525183,0.1592229,0.2993182,0.8158178,0.9293649,0.97062,0.5478721,0.6811828,0.6159858,0.4961253,0.6916328,0.4778657,0.4061598,0.5644342,0.6806568,0.3654013,0.3531836,0.4525425,0.7125097,0.8036425,0.0663126,1,0.5207796,0.6377103,0.386092,0.6413362,0.4579593,0.6013132,0.5423345,0.3982906,0.7349268,0.8048984,0.6084397,0.1743884,0.0325253,0.8381863,0.1784279,0.6520618,0.2663281,0.2953261,0.769085,0.5764379,0.7428405,0.3312916,0.2289267,0.2767021,0.7130837,0.7837941,0.3325902,0.5033773,0.6622453,0.8978373,0.1839665,0.1727327,0.1528576,0.1377565,0.7098393,0.5377167,0.0927839,0.5353883,0.5882994,0.6880312,0.2717246,0.6353544,0.9656849,0.5068284,0.687439,0.3921626,0.5296653,0.6802375,0.838941,0.6636492,0.7276586,0.718734,0.705689,0.2573265,82.8950834,35.0954835,212,79.109048,132.2632608,95.3765331,38.5601656,234,91.9760563,149.9438517,99.5927138,36.3364965,241,94.9500263,149.331903,253.1364895,21.6334003,0.4937968,0.1499411,0.0736842,0.8681699,0.6998872,0.4693353,0.1551341,0.8545455,0.4698643,0.6353349,-0.4693353,0.1551341,-0.0429448,-0.4698643,-0.2591529,0.231553,0.5490304,17.0000000,0.158318,0.4002474,5.2395578,12.9571658,-29,46,8.8376198,24.7952752,132.7565399,27.6420638,238,130.2578312,171.1493572,0.5551186,0.2716815,70.277801,0.3466051,0.3287919,0.2624249,9.9626883,0.8670448,6.1354164,20.4765508,18.0229233,0.1787455
Plot_105,0.2029656,0.1050754,0.3775114,0.748185,0.5330696,0.5730944,0.4911656,0.3577615,0.7524333,0.4014774,0.9560549,0.8482828,0.7697178,0.1864119,0.5918617,0.4366152,0.8982848,0.2484115,0.0296659,0.6947336,0.3524954,0.0651483,0.5324753,0.4266334,0.6014755,0.7511993,0.4605059,0.6478633,0.1724947,0.5554196,0.3385229,0.5035275,0.9079453,0.299274,0.2697233,0.2202137,0.8167613,0.8844069,0.7238289,0.8275993,0.6403989,0.2436967,0.5203922,0.5660163,0.2037522,0.322779,0.5958711,0.3555129,0.3308199,1,0.689818,0.6296723,0.1656074,0.7142791,0.8054243,0.645049,0.4075541,0.1256365,0.6656783,0.0557156,0.3261097,0.8855666,0.9682009,1,0.6176462,0.6674896,0.669853,0.5663222,0.9199968,0.5182117,0.4318945,0.5162268,0.5831025,0.3927085,0.5033799,0.465681,0.6027195,0.810993,0.1003994,0.9876894,0.5250974,0.5692856,0.4102992,0.5826848,0.3871031,0.7076822,0.6357006,0.5200447,0.6516412,0.8777484,0.6655159,0.2294201,0.023219,0.7931394,0,0.6666217,0.3264912,0.2387568,0.7951075,0.5344871,0.7800824,0.354312,0.3887351,0.2916186,0.7333014,0.6867215,0.2931458,0.3569384,0.4403853,0.9003717,0.0775667,0.2009483,0.191217,0.2663911,0.810172,0.4507249,0.1322733,0.6549147,0.5129211,0.6889501,0.1869129,0.6466501,0.9995529,0.4162736,0.779998,0.3854585,0.5094607,0.5618843,0.7517551,0.6587654,0.795571,0.6752054,0.6588315,0.2672786,82.3255385,36.5713725,221,76.0579719,134.1399541,91.8324321,40.1444699,237,84.9872711,150.9701506,98.3807187,38.5895408,244,90.9734331,154.1764455,253.2689082,20.89317,0.5109633,0.1553648,0.0625,0.8613341,0.7107002,0.4861389,0.1618596,0.8021201,0.5000658,0.668923,-0.4861389,0.1618596,-0.0365854,-0.5000658,-0.2561011,0.163241,0.3483521,6.5000000,0.128197,0.3334649,1.3500854,12.0991078,-27,45,1.9136758,18.8911647,131.4552671,29.3483947,240,126.7541505,173.0794009,0.5657564,0.3494,73.0147795,0.4394953,0.3675885,0.2735547,7.2445296,1.0291674,4.5401039,15.6792809,12.4680063,0.2511467
Plot_106,0.2760031,0.0963656,0.6359554,0.6549115,0.7631749,0.5443455,0.4689428,0.4616973,0.6294293,0.6256709,0.8576534,0.5635219,0.5523272,0.1663108,0.5265295,0.3913954,0.7228855,0.3858743,0.461727,0.5939111,0.6967851,0.4363059,0.7034678,0.1381928,0.5938166,0.8016552,0.3249709,0.6723795,0.5582998,0.2659969,0.5189379,0.5322442,0.6076565,0.0289105,0.2091065,0.3566713,0.7846294,0.634269,0.6364886,0.7230893,0.8014624,0.3555661,0.2606175,0.8454348,0.2953563,0.2557561,0.6843422,0.2255943,0.3498448,0.7795505,0.8248776,0.6787546,0.1543149,0.6416988,0.4463378,0.7782118,0.4061397,0.2887273,0.5594482,0.2910484,0.3580545,0.7335592,1,0.663617,0.5451989,0.7653497,0.425062,0.6237997,0.5463766,0.446695,0.5078934,0.6366827,0.8191209,0.1569126,0.1722064,0.2145049,0.600514,0.8858417,0.1144245,0.8271707,0.3227909,0.354835,0.2340106,0.6835154,1,0.2070458,0.3032193,0.4228609,0.4305051,0.8286947,0.4546069,0.3308978,0,0.8651164,0.2468026,0.7192708,0.3015724,0.141134,0.5662758,0.579098,1,0.0602917,0.5578507,0.213124,0.8898899,1,0.0892665,0.4675213,0.4813635,0.7098402,0.0870212,0.1929039,0.2617518,0.1925873,0.8098092,0.3337142,0.1259628,0.7757487,0.3529749,0.5810802,0.3946176,1,0.976295,0.644626,0.6212624,0.0569157,0.5200465,0.6544108,0.8010343,0.4610767,0.9998788,0.95579,0.4822244,0.5364707,100.1203301,34.2335662,189,101.1195969,142.2887276,105.1414481,37.9748404,207,105.9737401,153.9384201,113.977949,39.8673667,228,115.945192,164.3640099,253.0972846,21.8506765,0.4149649,0.1352415,0.1258278,0.7958164,0.6145524,0.4282795,0.1489739,0.7832168,0.4089754,0.5927006,-0.4282795,0.1489739,-0.1038961,-0.4089754,-0.2468271,0.0506475,0.0989842,1.6666667,0.051078,0.1624335,-7.1337885,10.5457367,-37,30,-3.1780882,9.7754709,143.0912007,28.2926185,221,144.5091051,178.6638053,0.3486437,0.1071651,71.7804904,0.8348241,0.0954923,0,10.3626822,0.682852,4.7183561,16.1113397,14.6271722,0.1637924
Plot_107,0.6201075,0.1142186,0.8776881,0.4270057,0.9514819,0.5109624,0.4642453,0.4124051,0.4934133,0.764557,0.8587711,0.6566729,0.3401266,0.2794884,0.3642322,0.3856356,0.7749089,0.5307716,0.4506499,0.811277,0.711256,0.5274345,0.6928666,0.0701444,0.5261969,0.6137352,0.276116,0.7700329,0.6215811,0.2886255,0.4059509,0.4116913,0.3056154,0.0428387,0.099284,0.4259218,0.8631728,0.4816703,0.5557909,0.9954733,0.7912657,0.4677747,0.1615575,0.7674237,0.2635441,0.3700003,0.6703065,0.0681862,0.3510138,0.6743325,0.8783574,0.7691271,0.4710718,0.4224659,0.2128805,0.6041303,0.1851571,0.3410553,0.718948,0.3654121,0.3543441,0.7225799,0.8556407,0.4645543,0.3656012,0.9459287,0.1284757,0.3628673,0.9191992,0.3404474,0.4628703,0.62057,0.9910382,0,0.1987353,0.188231,0.3211344,1,0.1678468,0.7820076,0.2225487,0.505598,0.1589312,0.6313274,0.9219527,0.3534471,0.3204633,0.4254603,0.1721622,0.5635263,0.335577,0.3243588,0.1556258,0.8736287,0.1915019,0.8071035,0.2322558,0.3288628,0.2853561,0.5311423,0.7316055,0.0874073,0.643416,0.2084455,1,0.8228869,0.152118,0.5933091,0.5454613,0.6413607,0.1222298,0.2127504,0.2161457,0.2037486,0.8807449,0.1580148,0.058499,0.4976187,0.2604719,0.5959683,0.7345698,0.9221163,0.7707483,0.6785096,0.4973112,0.1708259,0.6406924,0.7362171,0.9478668,0.5618224,0.9998788,1,0.2413399,0.5726307,119.3247784,42.2923712,234,127.9291412,168.8289347,120.0446892,44.4048094,244,130.0155585,171.0364848,128.1388634,43.2944427,254,136.0324726,177.7843314,253.129409,21.8158277,0.3946476,0.1576495,0.053719,0.789449,0.6392048,0.3755283,0.1653654,0.7770035,0.324595,0.6656973,-0.3755283,0.1653654,-0.0220441,-0.324595,-0.1972522,0.0060094,0.0955392,0.7500000,0.00001,0.1047343,-5.4081737,10.7762273,-40,30,-6.8944863,7.133029,155.1553185,34.7069332,244,162.4965596,192.9029486,0.2543061,0.1634805,83.4819351,0.4616634,0.4261647,0.1275003,6.4340782,1.2289245,5.1174844,17.1325951,12.5875545,0.4337658
Plot_108,0.8691267,0.271651,0.7910752,0.7225937,0.7310954,0.4360456,0.8233948,0.3821519,0.4258458,0.6754959,0.7909035,0.5576178,0.3398258,0.3624841,0.4465053,0.4411524,0.4640326,0.5577381,0.6636009,0.7673274,0.7298363,0.5000249,0.6605999,0.1865599,0.6834965,0.4625442,0.2283537,0.8484785,0.6252731,0.1541691,0.5843116,0.5478437,0.4456951,0.4777949,0.376343,0.5233327,0.7705216,0.2262774,0.6102272,0.8733213,0.4303381,0.5425191,0.2569282,0.9599897,0.3224446,0.480437,0.6257674,0.1402394,0.4902507,0.6581873,0.7695451,0.5349811,0.5449227,0.4956768,0.4251265,0.7735338,0.3333486,0.5776333,0.5566269,0.4082957,0.3457763,0.8024535,0.7486938,0.3679657,0.5611587,0.7404996,0.2642374,0.3375127,0.6229131,0.5057721,0.2937265,0.520044,0.6885714,0.045953,0.4813345,0.2539392,0.3098201,0.6562285,0.4467593,0.2687209,0.2301142,0.2681777,0.6528814,0.704426,0.7369637,0.5000707,0.5731956,0.7091483,0.2160806,0.4173179,0.601854,0.4750371,0.4386966,0.5014732,0.3777322,1,0.6294092,0.3104043,0.666971,0.3250641,0.7579261,0.5789541,0.7965644,0.5955267,0.6203693,0.3121481,0.4856096,0.6452065,0.1864166,0.4709351,0.4240772,0.4885155,0.5414011,0.8308208,0.3286285,0.3750419,0.4406072,0.7731843,0.5090192,0.1460929,0.7005772,0.8464777,0.8569445,0.6134123,0.3774603,0.7740428,0.5524367,0.9282262,0.5790607,0.9651533,0.7650904,0.468008,0.6833245,0.2731504,65.8615472,40.5344707,223,51.9326477,126.8373999,75.3480036,36.4124472,209,64.0147885,131.0346794,73.8261645,30.6560764,207,65.0308657,119.7950039,253.230776,21.2195012,0.6274199,0.1840569,0.0782241,0.8749765,0.8292053,0.5582388,0.1563592,0.7894737,0.5936736,0.7642377,-0.5582388,0.1563592,-0.0991379,-0.5936736,-0.3213092,0.3359402,0.4083105,4.7500000,0.2142952,0.8233766,12.8770919,10.0384848,-21,44,10.1002923,25.126446,117.0627101,28.7350157,222,109.2447807,157.4077512,0.7120202,0.619163,65.732829,0.1585945,0.767623,0.5478076,10.7430615,1.0222069,4.8015038,20.0861962,16.8094838,0.4287954
Plot_109,0.6595731,0,0.6791735,0.6449953,0.459828,0.3639088,0.66234,0.4433034,0.1801896,0.580833,0.6674,0.3330118,0.5744848,0.4534432,0.4485068,0.390792,0.4561879,0.3080483,0.4750992,0.9711125,0.8235618,0.3864325,0.4601292,0.1857299,0.432646,0.2423526,0.4639677,0.5660392,0.3456015,0.3255117,0.5375264,0.1578189,0.4174431,0.3768426,0,0.7659581,0.8394615,0.3173108,0.4031229,0.7030368,0.2697605,0.6815864,0.2527982,0.806838,0.1200047,0.6784412,0.7786448,0.3394635,0.3567397,0.4130209,0.7045698,0.5870605,0.7146283,0.3814414,0.3810113,0.842314,0.4862603,0.5778216,0.3653331,0.5932272,0.6365462,0.5049051,0.4836613,0.3131862,0.1987791,0.2327571,0.6004148,0.4044882,0.4590412,0.4320229,0.3859608,0.4851504,0.6320848,0.105165,0.3039904,0.4065982,0.2527583,0.5363079,0.4481663,0.1026515,0.3645577,0.2825606,0.6443673,0.5333917,0.6860246,0.3019698,0.6513396,0.908741,0.3411615,0.4009185,0.3585267,0.33757,0.5274944,0.2573795,0.6523603,0.8030218,0.4874982,0.3714584,0.8068093,0.3495631,0.5367826,0.6867615,0.645764,0.9043895,0.4859034,0.2440781,0.4289716,0.6460875,0.0986291,0.480401,0.6260176,0.3754006,0.4764481,1,0.5383381,0.6160904,0.430103,0.5933325,0.5906428,0.1642545,0.7116403,0.7605139,0.7657743,0.7785377,0.3386798,0.7991151,0.4969561,0.9691394,0.6824791,0.7641337,0.2233013,0.3224191,0.5802731,0.3920461,54.9184762,37.2390354,171,42.14848,113.3584565,67.0019455,34.9897275,178,54.9673983,122.9235483,67.4019869,27.8128774,174,56.9319557,110.4519198,253.133294,21.6208608,0.6267238,0.1804516,0.1670481,0.9101641,0.8231118,0.5986616,0.1602182,0.8149466,0.6400398,0.7057032,-0.5986616,0.1602182,-0.1778291,-0.6400398,-0.3490615,0.6638471,2.0248344,16.0000000,0.3124791,1.7503369,7.5636126,11.2789704,-16,49,9.7789027,28.7212462,110.6225513,24.5846277,197,102.2595067,149.703365,0.7705816,0.5883461,61.537854,0.3786149,0.6874737,0.5661528,13.1328589,0.5661294,3.3490087,21.2446705,17.2645705,0.1228501
Plot_110,0.7792081,0.3035072,0.9061281,0.6480063,0.7041565,0.3758261,0.7593096,0.3501512,0.4227219,0.6903922,0.6933668,0.4661594,0.3314367,0.3929201,0.340654,0.4482426,0.4916901,0.5764468,0.6522636,0.6586415,0.6894552,0.5710176,0.567273,0.2125649,0.614356,0.4248645,0.2506998,0.8983788,0.649886,0.1328653,0.5459583,0.3477517,0.3660538,0.5514033,0.4301286,0.5198609,0.8127724,0.3029081,0.5333967,0.8033986,0.445126,0.553796,0.2518975,0.9674805,0.3018408,0.5660974,0.5933877,0.2301166,0.492368,0.5931973,0.6862994,0.5635394,0.606943,0.497298,0.4034734,0.8469563,0.4166651,0.5715405,0.530727,0.426493,0.3426599,0.6956366,0.7796656,0.4613592,0.5055056,0.9178504,0.4335828,0.4090087,0.6452899,0.4832525,0.366704,0.4164849,0.671216,0.0709195,0.3121021,0.285594,0.2822067,0.6195047,0.5216957,0.2300189,0.1802699,0.2510195,0.6422018,0.6181659,0.7562865,0.5095207,0.6206856,0.5804973,0.2480824,0.3479683,0.5515126,0.4744659,0.4009282,0.4890863,0.34196,0.8700949,0.6758404,0.4116447,0.613953,0.3068186,0.707055,0.6589613,0.8221549,0.5872975,0.622084,0.3211804,0.5313554,0.610532,0.1055947,0.4328678,0.4748417,0.4889665,0.4849993,0.8666619,0.4415736,0.4267971,0.453003,0.7366715,0.5258096,0.1551803,0.6257236,0.8233409,0.8678254,0.468682,0.4101728,0.760426,0.6412189,0.8568539,0.6579637,0.9998788,0.8238811,0.3511813,0.6195195,0.2888648,56.6016498,38.1538604,212,41.9586736,113.9002308,68.7791289,35.2885131,211,57.009074,122.0212788,68.7834822,29.8968249,210,59.0189388,110.8742171,253.0979013,21.9737286,0.6665932,0.1781295,0.0991379,0.8958964,0.8499042,0.5891951,0.1550255,0.7957746,0.6293461,0.770705,-0.5891951,0.1550255,-0.0944206,-0.6293461,-0.3528255,0.6016999,1.363259,22.0000000,0.3272786,1.2726335,13.3197941,11.7925732,-21,54,10.061538,29.0775856,111.8131397,27.427054,221,103.2463606,150.4433974,0.7864265,0.6948368,61.2394641,0.1836594,0.886815,0.6273393,11.0259932,0.8424244,5.2670829,20.0441965,16.8121001,0.3919034
Plot_111,0.7485742,0.2575367,0.6117012,0.7694915,0.6202463,0.5470684,0.7066048,0.3525509,0.6251049,0.5659901,0.9086043,0.4944436,0.504676,0.3172168,0.5836371,0.4665748,0.5625946,0.4170857,0.6873182,0.6253134,0.8097193,0.3612955,0.7493837,0.2975809,0.7489679,0.639394,0.2699071,0.7737993,0.5726095,0.2809939,0.6463548,0.558954,0.7128621,0.3836943,0.539252,0.4132142,0.655582,0.2325274,0.7335687,0.8153311,0.3464703,0.3773244,0.3657748,0.8129154,0.2770758,0.3429124,0.6119245,0.2619443,0.5641819,0.8077415,0.8798217,0.3354512,0.3586092,0.6778105,0.5908396,0.790088,0.4216049,0.5495076,0.5053615,0.4068205,0.3116248,0.9517783,0.8695031,0.4858866,0.7617307,0.3897196,0.4935522,0.3879238,0.4636675,0.4496674,0.3665273,0.4806199,0.5466393,0.0952531,0.4017881,0.2431776,0.4975136,0.4081652,0.4608297,0.2979167,0.1807496,0.2439258,0.6041445,0.8559239,0.7412924,0.0976362,0.6560977,0.399734,0.1757235,0.2811717,0.6117928,0.3998907,0.2547865,0.6739193,0.4878101,0.7750595,0.7427836,0.383601,0.6024741,0.3002425,0.7146698,0.4928738,0.6672625,0.6310211,0.4909678,0.3890511,0.4551535,0.6280212,0.4294924,0.526301,0.3111714,0.3445275,0.6123001,0.6635547,0.1774867,0.6299807,0.5119444,0.7080302,0.6296989,0.000402,0.4565975,0.7836824,0.931258,0.4639203,0.40968,0.720048,0.5521077,0.9302538,0.619279,0.9805347,0.8136666,0.4554443,0.5024802,0.2585267,59.6532355,39.0218443,217,46.0514984,119.1243261,72.5328742,35.9430584,214,60.9886925,127.9734837,68.6577626,29.6201702,212,59.9763997,113.1567427,252.868901,23.1734577,0.6272176,0.1817445,0.0714286,0.8959287,0.8302529,0.5711636,0.1574886,0.7957746,0.6088912,0.7299878,-0.5711636,0.1574886,-0.08742,-0.6088912,-0.3315424,0.4767674,0.8336186,16.0000000,0.2999927,1.0001168,15.3258446,11.1246681,-22,57,15.9233152,30.9033178,113.4311851,26.9634561,226,105.5028938,153.8205346,0.7544457,0.6102697,64.7631292,0.2367222,0.7268365,0.549951,12.2280492,0.8200322,4.7924805,22.9376364,18.4302701,0.2603228
Plot_112,0.734072,0.2200017,0.8350834,0.6292004,0.6741586,0.4345026,0.6115968,0.3673373,0.5581893,0.480656,0.8074769,0.250078,0.4095837,0.4681058,0.4272631,0.4854036,0.5934386,0.3353563,0.6593577,0.5748532,0.8936206,0.4411328,0.7017412,0.1833008,0.6173284,0.5108325,0.2643236,0.7367415,0.5171373,0.2538662,0.7291825,0.336724,0.4622075,0.515102,0.2731421,0.548706,0.7094048,0.4165795,0.4957773,0.8316751,0.4172482,0.4821177,0.3895485,1,0.2509836,0.3135923,0.3896824,0.2685651,0.5162803,0.5569284,0.7070394,0.5589133,0.6645793,0.6291643,0.4890475,0.9058805,0.4686145,0.6542163,0.4691105,0.6891681,0.379325,0.8956531,0.5234442,0.4870397,0.5905698,0.207577,0.506027,0.4663868,0.4386217,0.5438264,0.465167,0.6073325,0.5683256,0.230798,0.345857,0.2586276,0.2670552,0.4282036,0.6153776,0.0809659,0.3267766,0.1457039,0.5767945,0.5418992,0.7556922,0.3071569,0.6800047,0.7036948,0.3545973,0.2765795,0.7512791,0.5498155,0.4928363,0.6545016,0.4559824,0.6891622,0.6513374,0.5113395,0.6789257,0.2985985,0.6713943,0.6102284,0.4448662,0.6341411,0.5459584,0.2517554,0.5893786,0.6126627,0.316784,0.2438049,0.5018657,0.4471511,0.6543794,0.6914196,0.1310572,0.5626584,0.5581347,0.8360233,0.4449146,0.044165,0.6321328,0.6911732,0.9323199,0.385479,0.4518941,0.8713246,0.4695778,0.962354,0.5864005,0.9998788,0.6047585,0.3438624,0.6641899,0.4129468,48.180233,32.4087487,187,36.1570903,98.3792433,60.5258316,29.4269978,191,49.9655077,106.9191149,63.0914132,23.972317,189,54.9280098,99.4781265,253.3241187,20.480862,0.6569737,0.1601583,0.1258278,0.9030399,0.8280574,0.6270369,0.1376763,0.8149466,0.6723093,0.7019263,-0.6270369,0.1376763,-0.1434978,-0.6723093,-0.4086865,0.7096166,1.5020887,16.0000000,0.4073853,1.6670231,5.4212953,8.1556953,-19,44,8.7660814,20.7050814,106.2895251,20.9341669,208,98.7599719,139.9651581,0.8543549,0.6633898,52.2900491,0.1723632,0.7411521,0.6782764,13.3511829,1.0172857,5.1542849,20.7161853,19.2663413,0.1106449
